model,family,metric_name,block,reading_bin,reading_phase,raw_spearman_rho,length_controlled_spearman_rho,n_programs,status
Qwen,Expert-choice confidence,fixed_v8_composite_1,20,2,early,-0.2371700879765395,-0.0366568914956011,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,20,3,early,-0.1810850439882697,0.0432551319648093,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,20,4,middle,-0.3658357771260997,-0.1950146627565982,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,20,5,middle,-0.1737536656891495,0.0498533724340175,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,20,6,middle,-0.2686950146627566,-0.0997067448680351,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,20,7,middle,-0.1521260997067448,-0.0036656891495601,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,20,8,late,-0.1623900293255131,0.0571847507331378,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,20,9,late,-0.2456011730205278,-0.063782991202346,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,20,10,late,-0.2063782991202346,0.0432551319648093,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,20,11,late,-0.1766862170087976,-0.001466275659824,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,21,0,early,-0.1667888563049853,-0.0157624633431085,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,21,1,early,-0.12683284457478,0.1466275659824046,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,21,2,early,-0.1851173020527859,-0.1143695014662756,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,21,3,early,-0.157991202346041,0.0590175953079178,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,21,4,middle,-0.1796187683284457,-0.0271260997067448,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,21,5,middle,-0.1165689149560117,0.0285923753665689,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,21,6,middle,-0.0758797653958944,0.0054985337243401,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,21,7,middle,-0.0381231671554252,0.1140029325513196,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,21,8,late,0.0087976539589442,0.2166422287390029,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,21,9,late,-0.0821114369501466,0.0384897360703812,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,21,10,late,-0.127199413489736,0.1202346041055718,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,21,11,late,-0.1480938416422287,-0.0256598240469208,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,22,0,early,0.0850439882697947,0.2320381231671554,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,22,1,early,0.0887096774193548,0.25183284457478,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,22,2,early,0.2019794721407624,0.2419354838709677,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,22,3,early,0.125,0.2950879765395894,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,22,4,middle,0.0348240469208211,0.0821114369501466,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,22,5,middle,0.1774193548387096,0.2617302052785923,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,22,6,middle,0.1605571847507331,0.2012463343108504,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,22,7,middle,0.1359970674486803,0.2008797653958944,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,22,8,late,0.1968475073313782,0.3317448680351906,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,22,9,late,0.1781524926686216,0.282258064516129,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,22,10,late,0.0663489736070381,0.2357038123167155,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,22,11,late,0.1810850439882697,0.2463343108504398,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,23,0,early,0.0887096774193548,0.2441348973607038,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,23,1,early,-0.06341642228739,0.1286656891495601,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,23,2,early,0.0307917888563049,0.1689882697947214,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,23,3,early,0.095307917888563,0.2947214076246334,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,23,4,middle,-0.0447214076246334,0.0476539589442815,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,23,5,middle,0.0509530791788856,0.2133431085043988,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,23,6,middle,0.0623167155425219,0.1495601173020527,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,23,7,middle,0.1074046920821114,0.190982404692082,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,23,8,late,0.1096041055718475,0.3192815249266862,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,23,9,late,0.0894428152492668,0.2250733137829911,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,23,10,late,0.0472873900293255,0.2708944281524926,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,23,11,late,0.0828445747800586,0.2412023460410557,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,24,0,early,-0.0282258064516129,0.094208211143695,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,24,1,early,-0.1810850439882697,0.0263929618768328,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,24,2,early,0.0076979472140762,0.1726539589442815,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,24,3,early,-0.0414222873900293,0.1744868035190615,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,24,4,middle,-0.0824780058651026,0.0604838709677419,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,24,5,middle,-0.0256598240469208,0.0667155425219941,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,24,6,middle,0.0,0.1235337243401759,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,24,7,middle,-0.0197947214076246,0.127565982404692,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,24,8,late,0.1022727272727272,0.3328445747800586,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,24,9,late,0.0359237536656891,0.2236070381231671,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,24,10,late,-0.1411290322580645,0.1110703812316715,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,24,11,late,-0.0392228739002932,0.1381964809384163,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,25,0,early,-0.094574780058651,-0.033724340175953,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,25,1,early,-0.0227272727272727,0.1436950146627565,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,25,2,early,-0.000733137829912,0.1436950146627565,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,25,3,early,0.0381231671554252,0.1766862170087976,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,25,4,middle,-0.0058651026392961,0.0978739002932551,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,25,5,middle,-0.0197947214076246,0.1011730205278592,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,25,6,middle,0.0410557184750733,0.1605571847507331,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,25,7,middle,0.0399560117302052,0.189149560117302,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,25,8,late,0.0854105571847507,0.2679618768328445,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,25,9,late,0.0538856304985337,0.1733870967741935,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,25,10,late,-0.0410557184750733,0.1502932551319648,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,25,11,late,-0.0076979472140762,0.094574780058651,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,26,0,early,-0.033357771260997,0.1044721407624633,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,26,1,early,-0.3181818181818181,-0.2001466275659824,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,26,2,early,-0.1143695014662756,-0.001099706744868,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,26,3,early,-0.0615835777126099,0.1334310850439882,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,26,4,middle,-0.1374633431085043,-0.0260263929618768,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,26,5,middle,-0.1392961876832844,-0.0179618768328445,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,26,6,middle,-0.1810850439882697,-0.1455278592375366,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,26,7,middle,-0.0278592375366568,0.0905425219941348,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,26,8,late,-0.0168621700879765,0.1187683284457477,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,26,9,late,-0.1129032258064516,0.0153958944281524,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,26,10,late,-0.2078445747800586,0.0076979472140762,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,26,11,late,-0.1088709677419354,-0.0102639296187683,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,27,0,early,0.1118035190615835,0.1077712609970674,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,27,1,early,0.06341642228739,0.0615835777126099,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,27,2,early,0.1356304985337243,0.1074046920821114,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,27,3,early,0.0722140762463343,0.0729472140762463,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,27,4,middle,0.1539589442815249,0.0989736070381231,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,27,5,middle,0.1708211143695014,0.1220674486803519,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,27,6,middle,0.0729472140762463,0.0799120234604105,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,27,7,middle,0.1653225806451612,0.1385630498533724,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,27,8,late,0.1330645161290322,0.1532258064516128,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,27,9,late,0.0703812316715542,0.0513196480938416,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,27,10,late,0.0106304985337243,0.0898093841642228,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,27,11,late,0.1330645161290322,0.1180351906158357,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,28,0,early,-0.1213343108504398,-0.126099706744868,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,28,1,early,-0.031524926686217,-0.0971407624633431,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,28,2,early,0.0571847507331378,0.1110703812316715,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,28,3,early,0.0428885630498533,0.0502199413489736,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,28,4,middle,-0.000733137829912,0.0113636363636363,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,28,5,middle,0.1151026392961876,0.0384897360703812,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,28,6,middle,-0.0032991202346041,0.0377565982404692,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,28,7,middle,0.0384897360703812,0.0659824046920821,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,28,8,late,0.1869501466275659,0.2749266862170087,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,28,9,late,0.0483870967741935,0.0579178885630498,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,28,10,late,0.032624633431085,0.1103372434017595,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,28,11,late,0.0436217008797653,0.0293255131964809,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,29,0,early,-0.032991202346041,-0.1279325513196481,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,29,1,early,0.0615835777126099,-0.0051319648093841,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,29,2,early,0.128299120234604,-0.0227272727272727,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,29,3,early,0.1535923753665689,0.0465542521994134,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,29,4,middle,0.1231671554252199,-0.0799120234604105,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,29,5,middle,0.1803519061583577,0.0260263929618768,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,29,6,middle,0.0571847507331378,-0.033724340175953,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,29,7,middle,0.1660557184750733,0.0432551319648093,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,29,8,late,0.1477272727272727,0.1187683284457477,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,29,9,late,0.0674486803519061,-0.0564516129032258,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,29,10,late,0.1165689149560117,0.0722140762463343,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,29,11,late,0.158724340175953,0.0491202346041055,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,30,0,early,0.0553519061583577,0.0252932551319648,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,30,1,early,-0.0065982404692082,0.002565982404692,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,30,2,early,0.00183284457478,0.0238269794721407,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,30,3,early,0.1638563049853372,0.1521260997067448,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,30,4,middle,0.0553519061583577,-0.0373900293255131,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,30,5,middle,0.1488269794721407,0.1301319648093841,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,30,6,middle,0.1418621700879765,0.1829178885630498,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,30,7,middle,0.1173020527859237,0.0421554252199413,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,30,8,late,0.251466275659824,0.2562316715542522,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,30,9,late,0.1601906158357771,0.2045454545454545,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,30,10,late,0.0696480938416422,0.1667888563049853,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,30,11,late,0.1004398826979472,0.0835777126099706,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,31,0,early,0.1140029325513196,0.1469941348973606,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,31,1,early,0.1777859237536656,0.190982404692082,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,31,2,early,0.3372434017595307,0.3335777126099706,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,31,3,early,0.3581378299120234,0.3544721407624633,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,31,4,middle,0.3112170087976539,0.3390762463343108,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,31,5,middle,0.4259530791788856,0.4589442815249265,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,31,6,middle,0.2650293255131964,0.2807917888563049,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,31,7,middle,0.3189149560117301,0.3651026392961876,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,31,8,late,0.2906891495601172,0.3691348973607038,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,31,9,late,0.2602639296187683,0.2749266862170087,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,31,10,late,0.2694281524926686,0.3189149560117301,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,31,11,late,0.2023460410557184,0.2349706744868035,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,32,0,early,-0.2609970674486803,-0.2404692082111436,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,32,1,early,-0.0747800586510263,0.0813782991202346,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,32,2,early,-0.0989736070381231,-0.0410557184750733,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,32,3,early,-0.0388563049853372,0.0894428152492668,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,32,4,middle,-0.1678885630498533,-0.0920087976539589,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,32,5,middle,-0.1774193548387096,-0.0846774193548387,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,32,6,middle,-0.1378299120234604,-0.0843108504398826,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,32,7,middle,-0.0274926686217008,0.0623167155425219,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,32,8,late,0.0168621700879765,0.1352639296187683,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,32,9,late,-0.1191348973607038,-0.0190615835777126,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,32,10,late,-0.1455278592375366,0.0219941348973607,32,available
Qwen,Expert-choice confidence,fixed_v8_composite_1,32,11,late,-0.0161290322580645,0.0311583577712609,32,available
